NBR,AIRLINES,ACTIONCODE,ARR,DEP,From,To,DOS,OverN,SEATS,TYPE,ORR,PRE,ETA_R,ETD_R,ETA_C,ETD_C,NEX,DES,SERVICE TYPE,1,2,3,4,5,6,7
1645,VN,K,,781,2024-08-09,2024-08-30,0000500,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,,,5,,
1646,VN,K,,781,2024-08-12,2024-10-21,1000000,0,305,359,,,,14:15,,14:15,MEL,MEL,J,1,,,,,,
1647,VN,K,,1286,2024-08-16,2024-10-04,0000500,0,184,321,,,,22:50,,22:50,VDO,VDO,J,,,,,5,,
1648,VN,K,5595,,2024-08-31,2024-09-04,0000007,0,184,321,CXR,CXR,10:15,,10:15,,,,J,,,,,,,7
1649,VN,K,8385,,2024-08-31,2024-09-04,0204060,0,184,321,DLI,DLI,11:05,,11:05,,,,J,,2,,4,,6,
1650,VN,K,8141,,2024-08-31,2024-09-05,0204000,0,184,321,DAD,DAD,0:40,,0:40,,,,J,,2,,4,,,
1651,VN,K,8345,,2024-08-31,2024-09-04,0000007,0,184,321,CXR,CXR,3:10,,3:10,,,,J,,,,,,,7
1652,VN,K,,8348,2024-08-31,2024-09-05,0004000,0,184,321,,,,12:45,,12:45,CXR,CXR,J,,,,4,,,
1653,VN,K,8349,,2024-08-31,2024-09-01,0000507,0,184,321,CXR,CXR,15:50,,15:50,,,,J,,,,,5,,7
1654,VN,K,8379,,2024-08-31,2024-09-01,0000567,0,184,321,HUI,HUI,17:35,,17:35,,,,G,,,,,5,6,7
1655,VN,K,8397,,2024-08-31,2024-09-05,0204000,0,184,321,UIH,UIH,14:30,,14:30,,,,J,,2,,4,,,
1656,VN,K,8826,,2024-08-31,2024-09-07,0000060,0,184,321,PQC,PQC,6:15,,6:15,,,,J,,,,,,6,
1657,VN,K,8397,,2024-08-31,2024-09-01,0000007,0,184,321,UIH,UIH,14:30,,14:30,,,,J,,,,,,,7
1658,VN,K,,8396,2024-08-31,2024-09-01,0000007,0,184,321,,,,11:00,,11:00,UIH,UIH,J,,,,,,,7
1659,VN,K,8824,,2024-08-31,2024-09-04,0000007,0,184,321,PQC,PQC,10:40,,10:40,,,,J,,,,,,,7
1660,VN,K,,8825,2024-08-31,2024-09-04,0000007,0,184,321,,,,7:35,,7:35,PQC,PQC,J,,,,,,,7
1661,VN,K,,8350,2024-08-31,2024-09-04,0000500,0,184,321,,,,4:20,,4:20,CXR,CXR,J,,,,,5,,
1662,VN,K,8351,,2024-08-31,2024-09-04,0000500,0,184,321,CXR,CXR,7:35,,7:35,,,,J,,,,,5,,
1663,VN,K,,7386,2024-08-31,2024-09-04,0030000,0,184,321,,,,10:30,,10:30,DLI,DLI,G,,,3,,,,
1664,VN,K,,8124,2024-08-31,2024-09-04,1000567,0,184,321,,,,2:50,,2:50,DAD,DAD,J,1,,,,5,6,7
1665,VN,K,8820,,2024-08-31,2024-09-04,0000007,0,184,321,PQC,PQC,2:50,,2:50,,,,J,,,,,,,7
1666,VN,K,8345,,2024-08-31,2024-09-04,1000000,0,184,321,CXR,CXR,3:10,,3:10,,,,J,1,,,,,,
1667,VN,K,,8827,2024-08-31,2024-09-05,0204000,0,184,321,,,,3:10,,3:10,PQC,PQC,J,,2,,4,,,
1668,VN,K,,8827,2024-08-31,2024-09-01,0000007,0,184,321,,,,3:10,,3:10,PQC,PQC,J,,,,,,,7
1669,VN,K,1173,,2024-08-31,2024-09-04,1234560,0,184,321,HPH,HPH,3:55,,3:55,,,,J,1,2,3,4,5,6,
1670,VN,K,8826,,2024-08-31,2024-09-05,0004000,0,184,321,PQC,PQC,6:15,,6:15,,,,J,,,,4,,,
1671,VN,K,8826,,2024-08-31,2024-09-01,0000007,0,184,321,PQC,PQC,6:15,,6:15,,,,J,,,,,,,7
1672,VN,K,8125,,2024-08-31,2024-09-04,1000000,0,184,321,DAD,DAD,6:45,,6:45,,,,J,1,,,,,,
1673,VN,K,,7823,2024-08-31,2024-09-04,1234500,0,184,321,,,,6:50,,6:50,PQC,PQC,G,1,2,3,4,5,,
1674,VN,K,,8370,2024-08-31,2024-08-31,0000060,0,184,321,,,,23:15,,23:15,HUI,HUI,J,,,,,,6,
1675,VN,K,,8380,2024-08-31,2024-09-04,0000007,0,184,321,,,,23:15,,23:15,DLI,DLI,J,,,,,,,7
1676,VN,K,,7825,2024-08-31,2024-09-04,0200000,0,184,321,,,,13:40,,13:40,PQC,PQC,G,,2,,,,,
1677,VN,K,7353,,2024-08-31,2024-09-04,1204060,0,184,321,CXR,CXR,13:40,,13:40,,,,G,1,2,,4,,6,
1678,VN,K,7395,,2024-08-31,2024-09-04,1200060,0,184,321,UIH,UIH,13:50,,13:50,,,,G,1,2,,,,6,
1679,VN,K,7107,,2024-08-31,2024-09-04,1234567,0,184,321,DAD,DAD,17:35,,17:35,,,,G,1,2,3,4,5,6,7
1680,VN,K,,7825,2024-08-31,2024-09-04,0004500,0,184,321,,,,14:10,,14:10,PQC,PQC,G,,,,4,5,,
1681,VN,K,,8140,2024-08-31,2024-09-01,0000007,0,184,321,,,,14:20,,14:20,DAD,DAD,J,,,,,,,7
1682,VN,K,7387,,2024-08-31,2024-09-04,0000007,0,184,321,DLI,DLI,15:55,,15:55,,,,G,,,,,,,7
1683,VN,K,,7464,2024-08-31,2024-09-04,0234567,0,184,321,,,,22:45,,22:45,VCL,VCL,G,,2,3,4,5,6,7
1684,VN,K,,1172,2024-08-31,2024-09-04,0000007,0,184,321,,,,22:45,,22:45,HPH,HPH,J,,,,,,,7
1685,VN,K,,1172,2024-08-31,2024-09-04,0000060,0,184,321,,,,22:45,,22:45,HPH,HPH,J,,,,,,6,
1686,VN,K,,1172,2024-08-31,2024-09-04,1234500,0,184,321,,,,22:45,,22:45,HPH,HPH,J,1,2,3,4,5,,
1687,VN,K,,7352,2024-08-31,2024-09-04,0200507,0,184,321,,,,10:35,,10:35,CXR,CXR,G,,2,,,5,,7
1688,VN,K,8824,,2024-08-31,2024-09-04,0204000,0,184,321,PQC,PQC,10:40,,10:40,,,,J,,2,,4,,,
1689,VN,K,8351,,2024-08-31,2024-09-04,1234060,0,184,321,CXR,CXR,7:35,,7:35,,,,J,1,2,3,4,,6,
1690,VN,K,,8825,2024-08-31,2024-09-04,1000000,0,184,321,,,,7:35,,7:35,PQC,PQC,J,1,,,,,,
1691,VN,K,7465,,2024-08-31,2024-09-04,0200007,0,184,321,VCL,VCL,2:20,,2:20,,,,J,,2,,,,,7
1692,VN,K,7387,,2024-08-31,2024-09-04,0000060,0,184,321,DLI,DLI,12:45,,12:45,,,,G,,,,,,6,
1693,VN,K,7387,,2024-08-31,2024-09-04,0000500,0,184,321,DLI,DLI,12:45,,12:45,,,,G,,,,,5,,
1694,VN,K,7387,,2024-08-31,2024-09-04,1234000,0,184,321,DLI,DLI,13:15,,13:15,,,,G,1,2,3,4,,,
1695,VN,K,8145,,2024-08-31,2024-09-01,0000007,0,184,321,DAD,DAD,17:30,,17:30,,,,J,,,,,,,7
1696,VN,K,,5651,2024-08-31,2024-09-04,1030507,0,184,321,,,,2:05,,2:05,SIN,SIN,J,1,,3,,5,,7
1697,VN,K,517,,2024-08-31,2024-09-04,0200500,0,184,321,PKX,PKX,5:35,,5:35,,,,J,,2,,,5,,
1698,VN,K,5341,,2024-08-31,2024-09-04,1234060,0,305,359,NGO,NGO,6:45,,6:45,,,,J,1,2,3,4,,6,
1699,VN,K,5351,,2024-08-31,2024-09-04,0030000,0,178,321,FUK,FUK,6:50,,6:50,,,,J,,,3,,,,
1700,VN,K,,657,2024-08-31,2024-09-04,0004000,0,184,321,,,,9:10,,9:10,SIN,SIN,J,,,,4,,,
1701,VN,K,5772,,2024-08-31,2024-09-04,0000507,0,305,359,SYD,SYD,9:10,,9:10,,,,J,,,,,5,,7
1702,VN,K,5780,,2024-08-31,2024-09-04,0204560,0,305,359,MEL,MEL,9:25,,9:25,,,,J,,2,,4,5,6,
1703,VN,K,5595,,2024-08-31,2024-09-04,1204060,0,184,321,HKG,HKG,10:10,,10:10,,,,J,1,2,,4,,6,
1704,VN,K,656,,2024-08-31,2024-09-04,1234567,0,184,321,SIN,SIN,15:15,,15:15,,,,J,1,2,3,4,5,6,7
1705,VN,K,,764,2024-08-31,2024-09-04,0004000,0,203,321,,,,15:45,,15:45,HAK,HAK,C,,,,4,,,
1706,VN,K,,768,2024-08-31,2024-09-04,1030500,0,203,321,,,,16:30,,16:30,SZX,SZX,C,1,,3,,5,,
1707,VN,K,,47,2024-08-31,2024-09-04,1000000,0,280,332,,,,16:30,,16:30,MUC,MUC,J,1,,,,,,
1708,VN,K,48,,2024-08-31,2024-09-04,0204060,0,280,332,MUC,MUC,21:30,,21:30,,,,J,,2,,4,,6,
1709,VN,K,769,,2024-08-31,2024-09-04,1030500,0,203,321,SZX,SZX,21:45,,21:45,,,,J,1,,3,,5,,
1710,VN,K,,302,2024-08-31,2024-09-02,1004060,0,305,359,,,,23:10,,23:10,NRT,NRT,J,1,,,4,,6,
1711,VN,K,595,,2024-08-31,2024-09-04,1000000,0,184,321,HKG,HKG,10:15,,10:15,,,,J,1,,,,,,
1712,VN,K,,516,2024-08-31,2024-09-03,0200000,0,184,321,,,,17:45,,17:45,PKX,PKX,J,,2,,,,,
1713,VN,K,,516,2024-08-31,2024-09-04,0000060,0,184,321,,,,17:45,,17:45,PKX,PKX,J,,,,,,6,
1714,VN,K,8517,,2024-08-31,2024-09-04,0200507,0,184,321,PKX,PKX,5:45,,5:45,,,,J,,2,,,5,,7
1715,VN,K,,5516,2024-08-31,2024-09-04,0030000,0,184,321,,,,17:45,,17:45,PKX,PKX,J,,,3,,,,
1716,VN,K,5780,,2024-08-31,2024-09-04,0000007,0,305,359,MEL,MEL,9:25,,9:25,,,,J,,,,,,,7
1717,VN,K,5780,,2024-08-31,2024-09-04,0030000,0,305,359,MEL,MEL,9:25,,9:25,,,,J,,,3,,,,
1718,VN,K,,5594,2024-08-31,2024-09-07,0000060,0,184,321,,,,3:25,,3:25,HKG,HKG,J,,,,,,6,
1719,VN,K,5303,,2024-08-31,2024-09-04,0030000,0,305,359,NRT,NRT,12:30,,12:30,,,,J,,,3,,,,
1720,VN,K,,5302,2024-08-31,2024-09-01,0000007,0,305,359,,,,23:10,,23:10,NRT,NRT,J,,,,,,,7
1721,VN,K,,302,2024-08-31,2024-09-03,0200500,0,305,359,,,,23:10,,23:10,NRT,NRT,J,,2,,,5,,
1722,VN,K,,516,2024-08-31,2024-09-04,1004000,0,184,321,,,,17:45,,17:45,PKX,PKX,J,1,,,4,,,
1723,VN,K,,1893,2024-09-01,2024-10-26,0000060,0,68,AT7,,,,1:05,,1:05,VCS,VCS,J,,,,,,6,
1724,VN,K,,781,2024-09-04,2024-10-25,0030000,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,3,,,,
1725,VN,K,,781,2024-09-04,2024-10-25,0000500,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,,,5,,
1726,VN,K,,781,2024-09-04,2024-10-25,0004000,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,,4,,,
1727,VN,K,,781,2024-09-04,2024-10-25,0000060,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,,,,6,
1728,VN,K,790,,2024-09-05,2024-10-26,0004000,0,274,789,PER,PER,23:10,,23:10,,,,J,,,,4,,,
1729,VN,K,790,,2024-09-07,2024-10-25,0000060,0,274,789,PER,PER,23:10,,23:10,,,,J,,,,,,6,
1730,VN,K,,977,2024-09-07,2024-10-26,0000060,0,203,321,,,,11:25,,11:25,DEL,DEL,J,,,,,,6,
1731,VN,K,1351,,2024-09-08,2024-10-20,0000007,0,184,321,CXR,CXR,14:50,,14:50,,,,J,,,,,,,7
1732,VN,K,1890,,2024-09-08,2024-10-20,0000007,0,68,AT7,VCS,VCS,0:45,,0:45,,,,J,,,,,,,7
1733,VN,K,1890,,2024-09-09,2024-10-26,1000000,0,68,AT7,VCS,VCS,0:45,,0:45,,,,J,1,,,,,,
1734,VN,K,135,,2024-09-09,2024-10-26,1000000,0,184,321,DAD,DAD,12:15,,12:15,,,,J,1,,,,,,
1735,VN,K,790,,2024-09-09,2024-10-26,1000000,0,274,789,PER,PER,23:10,,23:10,,,,J,1,,,,,,
1736,VN,K,,781,2024-09-09,2024-10-25,0200000,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,2,,,,,
1737,VN,K,,977,2024-09-10,2024-10-26,0204000,0,203,321,,,,11:25,,11:25,DEL,DEL,J,,2,,4,,,
1738,VN,K,1171,,2024-09-12,2024-10-20,0000007,0,184,321,HPH,HPH,1:40,,1:40,,,,J,,,,,,,7
1739,VN,K,,1188,2024-09-12,2024-10-25,0000500,0,184,321,,,,13:30,,13:30,HPH,HPH,J,,,,,5,,
1740,VN,K,1171,,2024-09-12,2024-10-26,1234560,0,184,321,HPH,HPH,1:40,,1:40,,,,J,1,2,3,4,5,6,
1741,VN,K,,1829,2024-09-12,2024-10-21,1000000,0,184,321,,,,8:40,,8:40,PQC,PQC,J,1,,,,,,
1742,VN,K,1820,,2024-09-12,2024-10-26,1000560,0,203,321,PQC,PQC,2:10,,2:10,,,,J,1,,,,5,6,
1743,VN,K,1820,,2024-09-12,2024-10-20,0000007,0,203,321,PQC,PQC,2:10,,2:10,,,,J,,,,,,,7
1744,VN,K,1820,,2024-09-12,2024-10-26,0234000,0,203,321,PQC,PQC,2:10,,2:10,,,,J,,2,3,4,,,
1745,VN,K,,1821,2024-09-12,2024-10-19,0000060,0,203,321,,,,23:00,,23:00,PQC,PQC,J,,,,,,6,
1746,VN,K,,1821,2024-09-12,2024-10-25,1234500,0,203,321,,,,23:00,,23:00,PQC,PQC,J,1,2,3,4,5,,
1747,VN,K,,1821,2024-09-12,2024-10-20,0000007,0,203,321,,,,23:00,,23:00,PQC,PQC,J,,,,,,,7
1748,VN,K,1377,,2024-09-12,2024-10-20,0000007,0,184,321,HUI,HUI,16:05,,16:05,,,,J,,,,,,,7
1749,VN,K,1828,,2024-09-12,2024-10-26,0234560,0,184,321,PQC,PQC,11:45,,11:45,,,,J,,2,3,4,5,6,
1750,VN,K,,1829,2024-09-12,2024-10-20,0000007,0,184,321,,,,8:40,,8:40,PQC,PQC,J,,,,,,,7
1751,VN,K,,1829,2024-09-12,2024-10-26,0000500,0,184,321,,,,8:40,,8:40,PQC,PQC,J,,,,,5,,
1752,VN,K,,1829,2024-09-12,2024-10-26,0230060,0,184,321,,,,8:40,,8:40,PQC,PQC,J,,2,3,,,6,
1753,VN,K,1828,,2024-09-12,2024-10-26,1000000,0,184,321,PQC,PQC,11:45,,11:45,,,,J,1,,,,,,
1754,VN,K,1828,,2024-09-12,2024-10-20,0000007,0,184,321,PQC,PQC,11:45,,11:45,,,,J,,,,,,,7
1755,VN,K,,1392,2024-09-12,2024-10-26,0000060,0,184,321,,,,0:00,,0:00,UIH,UIH,J,,,,,,6,
1756,VN,K,1393,,2024-09-12,2024-10-26,0204060,0,184,321,UIH,UIH,3:40,,3:40,,,,J,,2,,4,,6,
1757,VN,K,1273,,2024-09-12,2024-10-26,0000060,0,184,321,THD,THD,4:40,,4:40,,,,J,,,,,,6,
1758,VN,K,1273,,2024-09-12,2024-10-20,0000007,0,184,321,THD,THD,4:40,,4:40,,,,J,,,,,,,7
1759,VN,K,1273,,2024-09-12,2024-10-25,1234500,0,184,321,THD,THD,4:40,,4:40,,,,J,1,2,3,4,5,,
1760,VN,K,,1272,2024-09-12,2024-10-19,0000060,0,184,321,,,,23:45,,23:45,THD,THD,J,,,,,,6,
1761,VN,K,,1272,2024-09-12,2024-10-20,0000007,0,184,321,,,,23:45,,23:45,THD,THD,J,,,,,,,7
1762,VN,K,,1272,2024-09-12,2024-10-25,0200000,0,184,321,,,,23:45,,23:45,THD,THD,J,,2,,,,,
1763,VN,K,,1272,2024-09-12,2024-10-25,1034500,0,184,321,,,,23:45,,23:45,THD,THD,J,1,,3,4,5,,
1764,VN,K,1269,,2024-09-12,2024-10-26,0030500,0,184,321,VII,VII,16:55,,16:55,,,,J,,,3,,5,,
1765,VN,K,,1660,2024-09-12,2024-10-26,0000060,0,203,321,,,,0:40,,0:40,TBB,TBB,J,,,,,,6,
1766,VN,K,,1660,2024-09-12,2024-10-26,0204000,0,203,321,,,,0:40,,0:40,TBB,TBB,J,,2,,4,,,
1767,VN,K,,1468,2024-09-12,2024-10-26,0204060,0,184,321,,,,11:00,,11:00,VCL,VCL,J,,2,,4,,6,
1768,VN,K,1661,,2024-09-12,2024-10-26,0204060,0,203,321,TBB,TBB,4:15,,4:15,,,,J,,2,,4,,6,
1769,VN,K,,1404,2024-09-12,2024-10-26,0004000,0,203,321,,,,0:20,,0:20,VDH,VDH,J,,,,4,,,
1770,VN,K,,1404,2024-09-12,2024-10-26,0000060,0,203,321,,,,0:20,,0:20,VDH,VDH,J,,,,,,6,
1771,VN,K,1269,,2024-09-12,2024-10-20,0000007,0,184,321,VII,VII,16:55,,16:55,,,,J,,,,,,,7
1772,VN,K,,1404,2024-09-12,2024-10-26,0200000,0,203,321,,,,0:20,,0:20,VDH,VDH,J,,2,,,,,
1773,VN,K,,1188,2024-09-12,2024-10-22,0204000,0,184,321,,,,13:30,,13:30,HPH,HPH,J,,2,,4,,,
1774,VN,K,249,,2024-09-12,2024-10-20,0000007,0,311,789,HAN,HAN,10:45,,10:45,,,,J,,,,,,,7
1775,VN,K,205,,2024-09-12,2024-10-26,1234567,0,184,321,HAN,HAN,0:15,,0:15,,,,J,1,2,3,4,5,6,7
1776,VN,K,107,,2024-09-12,2024-10-20,0000007,0,184,321,DAD,DAD,3:05,,3:05,,,,J,,,,,,,7
1777,VN,K,107,,2024-09-12,2024-10-26,1234560,0,184,321,DAD,DAD,3:05,,3:05,,,,J,1,2,3,4,5,6,
1778,VN,K,,106,2024-09-12,2024-10-25,0000060,0,184,321,,,,23:00,,23:00,DAD,DAD,J,,,,,,6,
1779,VN,K,,106,2024-09-12,2024-10-25,1234500,0,184,321,,,,23:00,,23:00,DAD,DAD,J,1,2,3,4,5,,
1780,VN,K,,256,2024-09-12,2024-10-26,0000500,0,305,359,,,,13:45,,13:45,HAN,HAN,J,,,,,5,,
1781,VN,K,,256,2024-09-12,2024-10-26,1234060,0,305,359,,,,13:45,,13:45,HAN,HAN,J,1,2,3,4,,6,
1782,VN,K,,256,2024-09-12,2024-10-20,0000007,0,305,359,,,,13:45,,13:45,HAN,HAN,J,,,,,,,7
1783,VN,K,,262,2024-09-12,2024-10-26,0000500,0,311,789,,,,12:30,,12:30,HAN,HAN,J,,,,,5,,
1784,VN,K,,252,2024-09-12,2024-10-26,0034060,0,311,789,,,,9:40,,9:40,HAN,HAN,J,,,3,4,,6,
1785,VN,K,,252,2024-09-12,2024-10-26,1200500,0,311,789,,,,9:40,,9:40,HAN,HAN,J,1,2,,,5,,
1786,VN,K,,204,2024-09-12,2024-10-25,1234567,0,184,321,,,,22:00,,22:00,HAN,HAN,J,1,2,3,4,5,6,7
1787,VN,K,223,,2024-09-12,2024-10-26,1234567,0,367,781,HAN,HAN,18:15,,18:15,,,,J,1,2,3,4,5,6,7
1788,VN,K,265,,2024-09-12,2024-10-20,0000007,0,311,789,HAN,HAN,15:45,,15:45,,,,J,,,,,,,7
1789,VN,K,265,,2024-09-12,2024-10-26,1204560,0,311,789,HAN,HAN,15:45,,15:45,,,,J,1,2,,4,5,6,
1790,VN,K,265,,2024-09-12,2024-10-26,0030000,0,311,789,HAN,HAN,15:45,,15:45,,,,J,,,3,,,,
1791,VN,K,249,,2024-09-12,2024-10-26,1234560,0,311,789,HAN,HAN,10:45,,10:45,,,,J,1,2,3,4,5,6,
1792,VN,K,,1376,2024-09-12,2024-10-26,1234560,0,184,321,,,,12:10,,12:10,HUI,HUI,J,1,2,3,4,5,6,
1793,VN,K,147,,2024-09-12,2024-10-25,0030500,0,184,321,DAD,DAD,16:55,,16:55,,,,J,,,3,,5,,
1794,VN,K,147,,2024-09-12,2024-10-20,0000007,0,184,321,DAD,DAD,16:55,,16:55,,,,J,,,,,,,7
1795,VN,K,147,,2024-09-12,2024-10-26,1204060,0,184,321,DAD,DAD,16:55,,16:55,,,,J,1,2,,4,,6,
1796,VN,K,,106,2024-09-12,2024-10-20,0000007,0,184,321,,,,23:00,,23:00,DAD,DAD,J,,,,,,,7
1797,VN,K,1377,,2024-09-12,2024-10-26,1234560,0,184,321,HUI,HUI,16:05,,16:05,,,,J,1,2,3,4,5,6,
1798,VN,K,,1376,2024-09-12,2024-10-20,0000007,0,184,321,,,,12:10,,12:10,HUI,HUI,J,,,,,,,7
1799,VN,K,1351,,2024-09-12,2024-10-26,1204060,0,184,321,CXR,CXR,15:10,,15:10,,,,J,1,2,,4,,6,
1800,VN,K,,1350,2024-09-12,2024-10-26,1204060,0,184,321,,,,11:30,,11:30,CXR,CXR,J,1,2,,4,,6,
1801,VN,K,1890,,2024-09-13,2024-10-26,0000500,0,68,AT7,VCS,VCS,0:45,,0:45,,,,J,,,,,5,,
1802,VN,K,105,,2024-10-06,2024-10-20,0000007,0,184,321,DAD,DAD,0:45,,0:45,,,,J,,,,,,,7
1803,VN,K,105,,2024-10-07,2024-10-21,1000000,0,184,321,DAD,DAD,0:45,,0:45,,,,J,1,,,,,,
1804,VU,K,,450,2024-03-31,2024-10-26,1004500,0,220,321,,,,6:25,,6:25,UIH,UIH,J,1,,,4,5,,
1805,VU,K,451,,2024-03-31,2024-10-26,1000000,0,220,321,UIH,UIH,9:25,,9:25,,,,J,1,,,,,,
1806,VU,K,673,,2024-03-31,2024-10-26,1004560,0,220,321,DAD,DAD,4:45,,4:45,,,,J,1,,,4,5,6,
1807,VU,K,787,,2024-03-31,2024-10-26,1234567,0,220,321,HAN,HAN,16:10,,16:10,,,,J,1,2,3,4,5,6,7
1808,VU,K,451,,2024-03-31,2024-10-26,0200000,0,220,321,UIH,UIH,9:30,,9:30,,,,J,,2,,,,,
1809,VU,K,,672,2024-03-31,2024-10-26,1200060,0,220,321,,,,1:10,,1:10,DAD,DAD,J,1,2,,,,6,
1810,VU,K,,672,2024-03-31,2024-10-26,0000007,0,220,321,,,,1:05,,1:05,DAD,DAD,J,,,,,,,7
1811,VU,K,,672,2024-03-31,2024-10-26,0034000,0,220,321,,,,1:10,,1:10,DAD,DAD,J,,,3,4,,,
1812,VU,K,673,,2024-03-31,2024-10-26,0030007,0,220,321,DAD,DAD,4:50,,4:50,,,,J,,,3,,,,7
1813,VU,K,451,,2024-03-31,2024-10-26,0034060,0,220,321,UIH,UIH,9:30,,9:30,,,,J,,,3,4,,6,
1814,VU,K,451,,2024-03-31,2024-10-26,0000507,0,220,321,UIH,UIH,9:30,,9:30,,,,J,,,,,5,,7
1815,VU,K,,672,2024-03-31,2024-10-26,0000500,0,220,321,,,,1:05,,1:05,DAD,DAD,J,,,,,5,,
1816,VU,K,673,,2024-03-31,2024-10-26,0200000,0,220,321,DAD,DAD,4:45,,4:45,,,,J,,2,,,,,
1817,VU,K,,780,2024-03-31,2024-10-26,1034067,0,220,321,,,,10:45,,10:45,HAN,HAN,J,1,,3,4,,6,7
1818,VU,K,,303,2024-03-31,2024-10-26,1200060,0,220,321,,,,10:05,,10:05,PQC,PQC,J,1,2,,,,6,
1819,VU,K,,303,2024-03-31,2024-10-26,0030000,0,220,321,,,,10:10,,10:10,PQC,PQC,J,,,3,,,,
1820,VU,K,,450,2024-03-31,2024-10-26,0030000,0,220,321,,,,6:25,,6:25,UIH,UIH,J,,,3,,,,
1821,VU,K,,303,2024-03-31,2024-10-26,0000007,0,220,321,,,,10:05,,10:05,PQC,PQC,J,,,,,,,7
1822,VU,K,,303,2024-03-31,2024-10-26,0004000,0,220,321,,,,10:00,,10:00,PQC,PQC,J,,,,4,,,
1823,VU,K,,780,2024-03-31,2024-10-26,0200500,0,220,321,,,,10:50,,10:50,HAN,HAN,J,,2,,,5,,
1824,VU,K,302,,2024-03-31,2024-10-26,0000007,0,220,321,PQC,PQC,12:55,,12:55,,,,J,,,,,,,7
1825,VU,K,,750,2024-03-31,2024-10-26,1204507,0,220,321,,,,22:45,,22:45,HAN,HAN,J,1,2,,4,5,,7
1826,VU,K,,131,2024-03-31,2024-10-26,1004000,0,220,321,,,,5:10,,5:10,BKK,BKK,J,1,,,4,,,
1827,VU,K,130,,2024-03-31,2024-10-26,0200000,0,220,321,BKK,BKK,9:25,,9:25,,,,J,,2,,,,,
1828,VU,K,130,,2024-04-06,2024-07-06,0000060,0,220,321,BKK,BKK,6:20,,6:20,,,,J,,,,,,6,
1829,VU,K,130,,2024-08-10,2024-10-26,0000060,0,220,321,BKK,BKK,6:20,,6:20,,,,J,,,,,,6,
1830,WW,K,761,762,2024-04-01,2024-10-25,1000000,0,0,73K,PEN,PEN,11:05,12:00,11:05,12:00,PEN,PEN,FF,1,,,,,,
1831,WW,K,761,762,2024-04-01,2024-10-25,0030500,0,0,73K,PEN,PEN,9:05,10:05,9:05,10:05,PEN,PEN,FF,,,3,,5,,
1832,Z9,K,382,383,2024-03-31,2024-10-26,1234567,0,180,320,KUL,KUL,13:40,14:35,13:40,14:35,KUL,KUL,JJ,1,2,3,4,5,6,7
1833,ZH,K,8017,8018,2024-03-31,2024-10-26,1234567,0,167,738,SZX,SZX,18:20,19:20,18:20,19:20,SZX,SZX,JJ,1,2,3,4,5,6,7
